destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,destination_image_path,ratings,popularity,crowd_level
509,shikharbesi (nuwakot),nuwakot,All Year,Town/Market,Urban & Modern Attractions,Local visit,Easy,Road,27.92,85.16,3,"A settlement in Nuwakot district, Shikharbesi is known for its rural charm and traditional lifestyle. It is surrounded by hills and forests, making it a peaceful destination.","From Kathmandu, drive north via Tokha to reach Shikharbesi in Nuwakot District.",450,Gateway village for hiking trails and Himalayan vistas.,Shikharbesi (Nuwakot)\download (1).jpeg; Shikharbesi (Nuwakot)\download (2).jpeg; Shikharbesi (Nuwakot)\download (3).jpeg; Shikharbesi (Nuwakot)\download (4).jpeg; Shikharbesi (Nuwakot)\download.jpeg,4.5,42.6,Moderate
510,ghyangphedi,nuwakot,All Year,Village,Village & Rural Tourism,"Trekking, Culture",Moderate,Road/Trail,27.9,85.04,3,"A village in Nuwakot district, Ghyangphedi is culturally rich and surrounded by natural landscapes. It is a stop for trekkers exploring the northern hills.","From Kathmandu, drive north via Nuwakot to reach Ghyangphedi village.",101,Peaceful rural community with traditional farming practices.,Ghyangphedi\download (1).jpeg; Ghyangphedi\download (2).jpeg; Ghyangphedi\download (3).jpeg; Ghyangphedi\download (5).jpeg; Ghyangphedi\download.jpeg,4.4,25.4,Low
511,helambu,sindhupalchok,Spring-Autumn,Trekking region,Trekking & Adventure,"Trekking, Monasteries",Moderate,Road/Trail,27.822,85.519,3,"A region north of Kathmandu, Helambu is famous for its Tamang and Sherpa culture, monasteries, and scenic trekking routes. It is a popular destination for short Himalayan treks.","From Kathmandu, drive north via Sundarijal and Melamchi to reach the Helambu region.",900,Popular trekking region with stunning scenery and Sherpa villages.,Helambu\download (1).jpeg; Helambu\download (2).jpeg; Helambu\download (3).jpeg; Helambu\download (4).jpeg; Helambu\download.jpeg,4.5,58.7,Moderate
512,bhotang,sindhupalchok,Spring-Autumn,Village,Village & Rural Tourism,Trekking,Moderate,Road/Trail,27.85,85.6,3,"A village in Sindhupalchok district, Bhotang is part of the Helambu trekking circuit. It is known for its cultural traditions and mountain views.","From Kathmandu, drive north via Helambu trail to reach Bhotang village.",875,Traditional hill village offering cultural authenticity and scenic views.,Bhotang\download (1).jpeg; Bhotang\download (2).jpeg; Bhotang\download (3).jpeg; Bhotang\download (5).jpeg; Bhotang\download.jpeg,4.2,51.5,Moderate
513,pachpokhari,sindhupalchok,Spring-Autumn,Sacred Lake,Natural Attractions,"Pilgrimage, Trekking",Hard,Trail,27.87,85.68,3,"Meaning “five lakes,” Pachpokhari in Sindhupalchok is a sacred pilgrimage site. It is surrounded by alpine scenery and attracts both trekkers and devotees.","From Kathmandu, drive north via Helambu trail to reach Pachpokhari lake area.",123,Village famous for its five sacred ponds and religious significance.,Pachpokhari\download (1).jpeg; Pachpokhari\download (2).jpeg; Pachpokhari\download (3).jpeg; Pachpokhari\download (4).jpeg; Pachpokhari\download.jpeg,4.9,25.3,Low
514,phurbi chyachu,sindhupalchok,Spring,Peak/Mountain,Natural Attractions,"Expedition, Trekking",Hard,Trek,27.87,85.73,3,"A peak in the Langtang region, Phurbi Chyachu is a striking mountain often admired from trekking routes. It adds to the scenic beauty of the Himalayas.","From Kathmandu, drive north via Helambu region to reach Phurbi Chyachu peak.",16,Himalayan settlement ideal for trekking and local culture immersion.,Phurbi Chyachu\download (1).jpeg; Phurbi Chyachu\download (2).jpeg; Phurbi Chyachu\download (3).jpeg; Phurbi Chyachu\download (5).jpeg; Phurbi Chyachu\download.jpeg,4.6,13.4,Very Low
515,tatopani (sindhupalchok),sindhupalchok,All Year,Hot spring,Wellness & Relaxation,"Bathing, Relax",Easy,Road,27.97,85.9,3,"A village near the Nepal-Tibet border, Tatopani is famous for its natural hot springs. It is a popular stop for travelers seeking relaxation and healing baths.","From Kathmandu, drive northeast via Jiri and Tatopani to reach Sindhupalchok Tatopani.",159,Hot spring destination and scenic riverside village.,Tatopani (Sindhupalchok)\download (1).jpeg; Tatopani (Sindhupalchok)\download (2).jpeg; Tatopani (Sindhupalchok)\download (3).jpeg; Tatopani (Sindhupalchok)\download (4).jpeg; Tatopani (Sindhupalchok)\download.jpeg,4.2,20.1,Low
516,kodari,sindhupalchok,All Year,Border town,Urban & Modern Attractions,"Trade, Transit",Easy,Highway,27.99,85.94,3,"A border town in Sindhupalchok district, Kodari connects Nepal with Tibet via the Friendship Bridge. It has historical and trade significance","From Kathmandu, drive northeast via Jiri and Tatopani to reach Kodari at Nepal-China border.",357,Border town connecting Nepal to Tibet with cultural and trade significance.,Kodari\download (1).jpeg; Kodari\download (2).jpeg; Kodari\download (3).jpeg; Kodari\download (5).jpeg; Kodari\download.jpeg,4.1,41.6,Moderate
517,phulpingkatti,sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.88,85.59,3,"A rural settlement in Sindhupalchok district, Phulpingkatti is known for its cultural traditions and hillside farming. It reflects authentic village life","From Kathmandu, drive northeast via Jiri and Tatopani to reach Phulpingkatti.",654,Remote village with pristine natural surroundings.,Phulpingkatti\download (1).jpeg; Phulpingkatti\download (2).jpeg; Phulpingkatti\download (3).jpeg; Phulpingkatti\download (4).jpeg; Phulpingkatti\download.jpeg,4.6,51.4,Moderate
518,bigu,dolakha,Spring-Autumn,Village,Village & Rural Tourism,"Hiking, Trekking",Moderate,Road/Trail,27.77,86.22,3,"A village in Dolakha district, Bigu is home to the Bigu Gompa, a Buddhist monastery. It is a spiritual site surrounded by scenic hills.","From Kathmandu, drive north via Helambu and Melamchi Valley to reach Bigu village.From Kathmandu, drive north via Helambu and Melamchi Valley to Bigu village.",321,High-altitude settlement in Helambu offering trekking and local hospitality. Himalayan settlement offering trekking and mountain vistas.,Bigu\download (1).jpeg; Bigu\download (2).jpeg; Bigu\download (3).jpeg; Bigu\download (4).jpeg; Bigu\download.jpeg,4.5,35.1,Moderate
519,singati,ramechhap,All Year,Municipality,Urban & Modern Attractions,Local visit,Easy,Road,27.742,86.386,3,"A town in Dolakha district, Singati serves as a gateway to trekking routes in the Rolwaling Valley. It is a local trade center with cultural and natural significance","From Kathmandu, drive northeast via Jiri and Ramechhap District to reach Singati.",100,Rural town in Ramechhap with access to trekking routes.,Singati\download (1).jpeg; Singati\download (2).jpeg; Singati\download (3).jpeg; Singati\download (4).jpeg; Singati\download.jpeg,3.9,25.1,Low
520,suri,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.73,86.38,3,Suri is a hillside settlement known for its terraced fields and traditional lifestyle. The village offers scenic views of surrounding valleys and is often visited by trekkers exploring rural trails. Its cultural practices and agricultural heritage make it a peaceful destination for immersion in authentic Nepali life.,"From Kathmandu, drive northeast via Jiri and Ramechhap to reach Suri village.",654,Quiet village with traditional lifestyles and farming.,Suri\download (1).jpeg; Suri\download (2).jpeg; Suri\download (3).jpeg; Suri\download (5).jpeg; Suri\download.jpeg,4.5,48.2,Moderate
521,jhyaku,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.72,86.37,3,"Jhyaku is a rural village surrounded by forests and farmland. It reflects the simplicity of community-centered living, with traditional houses and shrines forming the heart of the settlement. The area is ideal for short hikes and cultural exploration.","From Kathmandu, drive northeast via Sindhupalchok and Helambu to reach Jhyaku village.",125,Small settlement known for its natural scenery.,Jhyaku\download (1).jpeg; Jhyaku\download (2).jpeg; Jhyaku\download (3).jpeg; Jhyaku\download (4).jpeg; Jhyaku\download.jpeg,4.5,37.7,Moderate
522,gorpang,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.71,86.36,3,"Gorpang is a small settlement in the hills, known for its agricultural practices and natural beauty. It provides a glimpse into rural Nepali life, with terraced fields and scenic landscapes.","From Kathmandu, drive northeast via Sindhupalchok District to reach Gorpang village.",136,Himalayan village offering serene landscapes and trekking access.,Gorpang\download (1).jpeg; Gorpang\download (2).jpeg; Gorpang\download (3).jpeg; Gorpang\download (5).jpeg; Gorpang\download.jpeg,4.5,53.8,Moderate
523,lamidada,ramechhap,All Year,Hill village,Natural Attractions,Local visit,Moderate,Road,27.7,86.35,3,"Lamidada is a hilltop area offering panoramic views of valleys and distant Himalayan peaks. It is a popular stop for trekkers and locals, with cultural shrines adding spiritual significance to the site","From Kathmandu, drive northeast via Ramechhap and Jiri to reach Lamidada.",652,Peaceful village with scenic views of surrounding hills.,Lamidada\download (1).jpeg; Lamidada\download (2).jpeg; Lamidada\download (3).jpeg; Lamidada\download (4).jpeg; Lamidada\download.jpeg,4.4,44.4,Moderate
524,jiri,dolakha,All Year,Hill town,Natural Attractions,Trekking start point,Moderate,Road,27.63,86.23,3,"Jiri, often called the “Switzerland of Nepal,” is a hill town in Dolakha district. It is historically significant as the starting point of early Everest expeditions. Surrounded by lush hills and alpine scenery, Jiri combines cultural heritage with trekking opportunities.","From Kathmandu, drive east via Charikot and Shivalaya to reach Jiri town.From Kathmandu, drive east via Dolakha District and use Araniko Highway to reach Jiri.",250,Famous starting point for Everest treks with historical significance. Gateway town to Everest region with historical significance.,Jiri\download (1).jpeg; Jiri\download (2).jpeg; Jiri\download (3).jpeg; Jiri\download (4).jpeg; Jiri\download.jpeg,4.3,19.7,Low
525,rasnalu,ramechhap,All Year,Village,Village & Rural Tourism,"Trekking, Culture",Moderate,Road/Trail,27.56,86.3,3,"Rasnalu is a rural village known for its farming lifestyle and traditional practices. It is surrounded by hills and rivers, offering a peaceful environment for visitors seeking authentic cultural immersion.","From Kathmandu, drive northeast via Ramechhap District to reach Rasnalu village.",350,Traditional village in Ramechhap with agricultural roots.,Rasnalu\download (1).jpeg; Rasnalu\download (2).jpeg; Rasnalu\download (3).jpeg; Rasnalu\download (5).jpeg; Rasnalu\download.jpeg,4.5,34.2,Low
526,gupteshwor (ramechhap),ramechhap,All Year,Temple,Cultural & Religious Sites,"Pilgrimage, Visit",Easy,Road,27.4,86.1,3,"Gupteshwor is a sacred temple in Ramechhap district dedicated to Lord Shiva. It is a spiritual site visited by pilgrims and locals, surrounded by natural landscapes that enhance its serene atmosphere.","From Kathmandu, drive northeast to Ramechhap District to reach Gupteshwor Temple.",330,Sacred site featuring temples and local pilgrimage.,Gupteshwor (Ramechhap)\download (1).jpeg; Gupteshwor (Ramechhap)\download (2).jpeg; Gupteshwor (Ramechhap)\download (3).jpeg; Gupteshwor (Ramechhap)\download (4).jpeg; Gupteshwor (Ramechhap)\download.jpeg,4.5,35.3,Moderate
527,ramechhap (hq),ramechhap,All Year,District HQ,Village & Rural Tourism,"Services, Market",Easy,Highway,27.336,86.063,3,"Ramechhap headquarters is the administrative center of the district, serving as a hub for governance, trade, and community activities. It blends modern development with traditional culture, making it a gateway to rural destinations.","From Kathmandu, drive northeast via Charikot to reach Ramechhap headquarters.",700,Administrative center with markets and local culture.,Ramechhap (HQ)\download (1).jpeg; Ramechhap (HQ)\download (2).jpeg; Ramechhap (HQ)\download (3).jpeg; Ramechhap (HQ)\download (5).jpeg; Ramechhap (HQ)\download.jpeg,4.6,48.4,Moderate
528,rampur (ramechhap),ramechhap,All Year,Town,Urban & Modern Attractions,Local visit,Easy,Road,27.3,86.05,3,Rampur is a settlement in Ramechhap district known for its agricultural lifestyle and cultural traditions. It reflects the harmony between rural living and natural surroundings.,"From Kathmandu, drive northeast via Ramechhap District to reach Rampur village.",124,Scenic town along trade routes with rural charm.,Rampur (Ramechhap)\download (1).jpeg; Rampur (Ramechhap)\download (2).jpeg; Rampur (Ramechhap)\download (3).jpeg; Rampur (Ramechhap)\download (4).jpeg; Rampur (Ramechhap)\download.jpeg,4,31.1,Low
529,himganga,ramechhap,All Year,Mountain village,Natural Attractions,Trekking,Moderate,Trail,27.28,86.04,3,Himganga is a scenic area associated with rivers and hills. It is valued for its natural beauty and serves as a peaceful retreat for visitors.,"From Kathmandu, drive northeast via Ramechhap and Jiri to reach Himganga.",126,Mountain settlement ideal for trekking and adventure activities.,Himganga\download (1).jpeg; Himganga\download (2).jpeg; Himganga\download (3).jpeg; Himganga\download (5).jpeg; Himganga\download.jpeg,4,31.6,Low
530,melamchi,sindhupalchok,All Year,Town,Urban & Modern Attractions,"Water project site, Market",Easy,Road,27.835,85.602,3,Melamchi in Sindhupalchok district is famous for its river and water supply project. The town is surrounded by hills and serves as a gateway to rural settlements and trekking routes.,"From Kathmandu, drive north via Sundarijal and Melamchi Valley to reach Melamchi village.",980,River town known for water projects and Himalayan scenery.,Melamchi\download (1).jpeg; Melamchi\download (2).jpeg; Melamchi\download (3).jpeg; Melamchi\download (4).jpeg; Melamchi\download.jpeg,4.4,43.3,Moderate
531,sipalkavre,sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.82,85.61,3,Sipalkavre is a hillside village known for its farming practices and traditional lifestyle. It offers scenic views and cultural immersion for visitors,"From Kathmandu, drive north via Helambu trail to reach Sipalkavre village.",900,Village surrounded by hills with a peaceful ambiance.,Sipalkavre\download (1).jpeg; Sipalkavre\download (2).jpeg; Sipalkavre\download (3).jpeg; Sipalkavre\download (5).jpeg; Sipalkavre\download.jpeg,4.4,44.1,Moderate
532,chhiku,sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.8,85.6,3,"Chhiku is a rural settlement surrounded by terraced fields and forests. It reflects authentic Nepali village life, with community-centered traditions and rituals.","From Kathmandu, drive northeast via Helambu and Melamchi Valley to reach Chhiku village.",500,Remote settlement with trekking access and natural beauty.,Chhiku\download (1).jpeg; Chhiku\download (2).jpeg; Chhiku\download (3).jpeg; Chhiku\download (4).jpeg; Chhiku\download.jpeg,4.2,38.4,Moderate
533,sindurche,sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.79,85.59,3,indurche is a small village known for its agricultural lifestyle and cultural practices. It offers a peaceful environment for visitors seeking rural immersion,"From Kathmandu, drive north via Sundarijal and Melamchi Valley to reach Sindurche village.",600,Rural community with authentic mountain lifestyle.,Sindurche\download (1).jpeg; Sindurche\download (2).jpeg; Sindurche\download (3).jpeg; Sindurche\download (5).jpeg; Sindurche\download.jpeg,4.7,48.8,Moderate
534,gunsakot,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.76,86.33,3,Gunsakot is a hillside settlement surrounded by forests and farmland. It reflects traditional community life and offers scenic views of valleys and hills,"From Kathmandu, drive north via Helambu and Melamchi to reach Gunsakot village.",369,Scenic hilltop village with panoramic Himalayan views.,Gunsakot\download (1).jpeg; Gunsakot\download (2).jpeg; Gunsakot\download (3).jpeg; Gunsakot\download (4).jpeg; Gunsakot\download.jpeg,4.3,46.5,Moderate
535,golche,ramechhap,All Year,Village,Village & Rural Tourism,Trekking,Moderate,Trail,27.75,86.34,3,"Golche is a rural village known for its farming practices and cultural traditions. It is surrounded by hills and rivers, making it a peaceful destination.","From Kathmandu, drive north via Helambu trail to reach Golche village.",101,Remote settlement known for peaceful landscapes.,Golche\download (1).jpeg; Golche\download (2).jpeg; Golche\download (3).jpeg; Golche\download (5).jpeg; Golche\download.jpeg,4.5,25.4,Low
536,pangtang,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.74,86.35,3,"Pangtang is a settlement in Sindhupalchok district, often visited by trekkers exploring northern routes. It reflects rural charm and traditional lifestyle","From Kathmandu, drive north via Sundarijal and Melamchi Valley to reach Pangtang village.",500,Traditional mountain village ideal for trekking experiences.,Pangtang\download (1).jpeg; Pangtang\download (2).jpeg; Pangtang\download (3).jpeg; Pangtang\download (4).jpeg; Pangtang\download.jpeg,4.4,38.5,Moderate
537,nampha,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.73,86.36,3,Nampha is a hillside village offering scenic views and cultural immersion. It is known for its farming practices and traditional houses.,"From Kathmandu, drive north via Helambu to reach Nampha village.",400,Quiet village offering serene natural surroundings.,Nampha\download (1).jpeg; Nampha\download (2).jpeg; Nampha\download (3).jpeg; Nampha\download (5).jpeg; Nampha\download.jpeg,4.6,53.5,Moderate
538,budhanilkantha,kathmandu,All Year,Temple & Area,Cultural & Religious Sites,"Pilgrimage, Visit",Easy,Road,27.778,85.363,3,"Budhanilkantha, located north of Kathmandu, is famous for the reclining statue of Lord Vishnu in a pond. It is a major pilgrimage site and a blend of spiritual devotion and cultural heritage.","From Kathmandu, drive north within the city to reach Budhanilkantha Temple.",450,Famous for the reclining Vishnu statue and religious significance.,Budhanilkantha\download (1).jpeg; Budhanilkantha\download (2).jpeg; Budhanilkantha\download (3).jpeg; Budhanilkantha\download (4).jpeg; Budhanilkantha\download.jpeg,4.5,44.6,Moderate
